선수명,팀명,POS,G,GS,IP,E,PKO,PO,A,DP,FPCT,PB,SB,CS,CS%
조수행,두산,좌익수,52,1,99 1/3,0,0,27,0,0,1.0,0,0,0,-
조제영,두산,투수,6,1,10 2/3,0,0,0,1,0,1.0,0,0,0,-
최세창,두산,투수,1,0,1 1/3,0,0,0,0,0,-,0,0,0,-
최승용,두산,투수,15,2,18 1/3,0,0,0,1,0,1.0,0,0,0,-
최용제,두산,1루수,1,0,1,0,0,0,0,0,-,0,0,0,-
최용제,두산,포수,49,14,189,4,0,136,20,2,0.975,1,14,6,30.0
최원준,두산,투수,29,29,158 1/3,1,2,8,15,0,0.958,0,0,0,-
페르난데스,두산,1루수,18,17,140,3,0,107,5,9,0.974,0,0,0,-
허경민,두산,3루수,130,116,984 2/3,8,0,92,161,21,0.969,0,0,0,-
현도훈,두산,투수,5,2,8 2/3,0,0,1,0,0,1.0,0,0,0,-
홍건희,두산,투수,65,0,74 1/3,0,0,6,12,1,1.0,0,0,0,-
황경태,두산,2루수,1,0,4,1,0,2,0,0,0.667,0,0,0,-
